Sort-Nr.;BCNr;Teiln. IBAN-Tool;PZ-Vali-dierung;BC-NR IID;Land-code;Postkonto Input;Postkonto Output;SWIFT;e-mail-Adresse Bemerkungen für Entwickler;Mutations-datum;Hauptsitz;BC-Art;Bank/Institut;SIC;euro-sic;Sprache;Kurzbez.;Domizil;Postadresse;PLZ;Ort;Telefon;Fax;Vorwahl
2106;82969;0;;;CH;20-246-1;;;;20050319;8296;2;GE Money Bank AG;1;0;2;GEFS (Suisse);Faubourg de l'Hôpital 1;Case postale;2001;Neuchâtel;032 724 63 63;;
2107;82971;0;;;CH;25-10053-0;;;;20050320;8296;2;GE Money Bank AG;1;0;1;GEFS (Suisse);Dufourstrasse 12;Postfach;2500;Biel/Bienne 3;032 323 59 51;;
2108;82972;0;;;CH;23-921-0;;;;20050319;8296;2;GE Money Bank AG;1;0;2;GEFS (Suisse);Avenue Léopold-Robert 25;Case postale;2301;Chaux-de-Fonds, La;032 913 16 12;;
2109;82973;0;;;CH;45-671-3;;;;20050320;8296;2;GE Money Bank AG;1;0;1;GEFS (Suisse);Hauptbahnhofstrasse 12;Postfach;4501;Solothurn;032 622 82 92;;
2110;82975;0;;;CH;69-55-3;;;;20050320;8296;2;GE Money Bank AG;1;0;3;GEFS (Svizzera);Via E. Bossi 1;Casella postale;6901;Lugano;091 923 66 71;;
2111;82976;0;;;CH;19-178-9;;;;20050319;8296;2;GE Money Bank AG;1;0;2;GEFS (Suisse);Avenue des Mayennets 5;Case postale;1951;Sion/Sitten;027 323 50 23;;
2112;82977;0;;;CH;84-287-2;;;;20050320;8296;2;GE Money Bank AG;1;0;1;GEFS (Suisse);Schmidgasse 7;Postfach;8401;Winterthur;052 212 78 21;;
2113;82977;0;;;CH;82-74-0;;;;20050320;8296;2;GE Money Bank AG;1;0;1;GEFS (Suisse);Schmidgasse 7;Postfach;8401;Winterthur;052 212 78 21;;
2114;82979;0;;;CH;50-2655-7;;;;20050320;8296;2;GE Money Bank AG;1;0;1;GEFS (Suisse);Bahnhofstrasse 14;Postfach;5401;Baden;056 221 54 00;;
2115;82981;0;;;CH;46-21-9;;;;20050320;8296;2;GE Money Bank AG;1;0;1;GEFS (Suisse);Jurastrasse 19;Postfach;4601;Olten;062 212 00 62;;
2116;82982;0;;;CH;80-17190-4;;;;20050320;8296;2;GE Money Bank AG;1;0;1;GEFS (Suisse);Auenstrasse 6;Postfach;8600;Dübendorf 1;044 802 71 11;;
2117;82983;0;;;CH;80-11522-8;;;;20050320;8296;2;GE Money Bank AG;1;0;1;GEFS (Suisse);Schaffhauserstrasse 315;Postfach 8218;8050;Zürich;044 312 67 00;;
2118;82984;0;;;CH;70-805-4;;;;20050320;8296;2;GE Money Bank AG;1;0;1;GEFS (Suisse);Alexanderstrasse 18;Postfach 351;7001;Chur;081 257 05 25;;
2119;82986;0;;;CH;18-6140-7;;;;20050319;8296;2;GE Money Bank AG;1;0;2;GEFS (Suisse);Rue Igor Stravinsky 2;Case postale 103;1820;Montreux 2;021 963 53 46;;
2120;82992;0;;;CH;45-7979-7;;;;20050320;8296;2;GE Money Bank AG;1;0;1;GEFS (Suisse);Kaiserstrasse 9;;4310;Rheinfelden;061 836 99 77;;
2121;82993;0;;;CH; 80-2233-0;;;;20050319;8296;2;GE Money Bank AG;1;0;1;GEFS (Suisse);Badenerstrasse 3;;5200;Brugg AG;056 461 83 44;;
2122;82994;0;;;CH;;;;;20050319;8296;2;GE Money Bank AG;1;0;3;GEFS (Svizzera);;Via Monda 2;6528;Camorino;056 461 83 44;;
2123;82995;0;;;CH;;;;;20050319;8296;2;GE Money Bank AG;1;0;2;GEFS (Suisse);Rue de l'industrie 58;;1030;Bussigny;056 461 83 44;;
2124;82997;0;;;CH;;;;;20060103;8296;2;GE Money Bank AG;1;0;1;GEFS (Suisse);Bändliweg 20;;8048;Zürich;044 439 81 11;044 439 83 68;
2125;82998;0;;;CH;;;;;20060103;8296;2;GE Money Bank AG;1;0;1;GEFS (Suisse);Bändliweg 20;;8048;Zürich;044 439 81 11;044 439 83 68;
2126;8300;1;1;8300;CH;34-50-6;34-50-6;;;19990522;8300;1;Spar- und Leihkasse Wynigen;1;0;1;SLWynigen;;Postfach 180;3472;Wynigen;034 415 77 77;;
2127;8307;1;1;8307;CH;50-69-8;50-69-8;HYPLCH22XXX;;19990428;8307;1;Hypothekarbank Lenzburg;1;3;1;HYPI Lenzburg;Bahnhofstrasse 2;Postfach;5600;Lenzburg 1;062 885 11 11;062 885 15 95;
2128;8309;0;;;CH;12-100616-5;;SYCOCHGGXXX;;20020115;8309;1;Banque Syz & Co SA;3;1;2;SYZ & CO.;30, rue du Rhône;Case postale 5015;1211;Genève 11;022 819 09 09;022 819 09 00;
2129;8326;1;0;8326;CH;12-1517-9;12-1517-9;;;19990629;8326;1;Caisse d'Epargne de Nyon société coopérative;1;0;2;CEN;;Case postale;1260;Nyon;022 994 77 77;022 994 77 75;
2130;8327;1;1;8327;CH;10-538-4;10-538-4;;;19990522;8327;1;Caisse d'Epargne d'Aubonne;1;1;2;CEA;Rue de l'Hôtel-de-Ville 21;Case postale 56;1170;Aubonne;021 821 12 60;021 808 79 42;
2131;8328;1;1;8328;CH;17-922-6;17-922-6;;;20040722;8328;1;Caisse d'épargne de Vuisternens-devant-Romont;1;0;2;Caisse épargne;Aux Chaussies;;1687;Vuisternens-devant-Romont;026 655 12 28;026 655 12 68;
2132;8329;1;1;8329;CH;90-2730-7;90-2730-7;;;20010804;8329;1;Ersparniskasse Speicher;1;0;1;EKS;Hauptstrasse 21;;9042;Speicher;071 344 10 66;071 344 41 22;
2133;8330;0;;;CH;10-1686-8;;CFESCH22XXX;;20040507;8330;1;Banque Privée Espirito Santo SA;3;0;2;CBES;15, avenue de Montchoisi;Case postale 390;1001;Lausanne;021 619 55 55;021 619 55 56;
2134;8334;1;0;8334;CH;45-87-4;45-87-4;KBSOCH22XXX;;20010804;8334;1;Baloise Bank SoBa;1;3;1;SoBa;Amthausplatz 4;;4502;Solothurn;032 626 02 02;032 623 36 92;
2135;8334;1;0;8334;CH;40-462-8; 45-87-4;;;20010804;8334;3;Baloise Bank SoBa;1;3;1;SoBa;Herrengasse 10;;4710;Balsthal;062 386 71 71;062 391 42 62;
2136;8334;1;0;8334;CH;40-463-3; 45-87-4;;;20010804;8334;3;Baloise Bank SoBa;1;3;1;SoBa;Dorfstrasse 41;;2544;Bettlach;032 644 20 20;032 645 17 13;
2137;8334;1;0;8334;CH;45-32-8; 45-87-4;;;20010804;8334;3;Baloise Bank SoBa;1;3;1;SoBa;Hauptstrasse 24;;4562;Biberist;032 671 28 28;032 672 26 10;
2138;8334;1;0;8334;CH;45-162-5; 45-87-4;;;20041105;8334;3;Baloise Bank SoBa;1;3;1;SoBa;Passwangstrasse 27;;4226;Breitenbach;061 789 21 21;061 781 31 47;
2139;8334;1;0;8334;CH;45-395-1; 45-87-4;;;19990528;8334;3;Baloise Bank SoBa;1;3;1;SoBa;;Solothurnerstrasse 8;4573;Lohn SO;032 677 59 59;032 677 59 58;
2140;8334;1;0;8334;CH;46-31-5; 45-87-4;;;19990428;8334;3;Baloise Bank SoBa;1;3;1;SoBa;;Bienkenstrasse 22;4702;Oensingen;062 388 48 48;062 396 24 73;
2141;8334;1;0;8334;CH;50-2266-2; 45-87-4;;;19990428;8334;3;Baloise Bank SoBa;1;3;1;SoBa;;Froburgstrasse 4;4601;Olten;062 205 77 77;062 212 58 72;
2142;8335;1;0;8335;CH;40-7944-3;40-7944-3;BLFLCHB1XXX;;20040309;8335;1;LGT Bank (Schweiz) AG;1;3;1;LGT Bank;Lange Gasse 15;Postfach;4002;Basel;061 277 56 00;061 277 55 88;
2143;8346;0;;;CH;80-10550-7;;AEXTCHZZXXX;;20050304;8346;1;Banque Algérienne du Commerce Extérieur SA;1;1;1;BACE;Talacker 41;Postfach 7484;8023;Zürich;044 218 50 60;044 211 36 27;
2144;8347;0;;;CH;19-3272-1;;;;20010907;8347;1;Spar- und Leihkasse Leuk;1;0;1;SPARKASSE LEUK;Schulhausstrasse 12;;3953;Leuk Stadt;027 473 25 39;027 473 42 06;
2145;8348;1;0;8348;CH;19-1720-2;19-1720-2;;;20060203;8348;1;Caisse d'Epargne et de Crédit Mutuel de Chermignon;1;0;2;CAISSE D'EP;;Case postale 14;3971;Chermignon;027 483 44 51;027 483 43 51;
2146;8349;1;1;8349;CH;30-38248-4;30-38248-4;RBABCH22174;;20060404;6174;1;Caisse d'Epargne Riviera, société coopérative;1;3;2;CE VEVEY;Avenue Paul-Ceresole 3;Case postale;1800;Vevey 1;021 925 80 25;021 925 80 20;
2147;8350;0;;;CH;;;;;20051229;8350;1;SecurePost AG;3;0;1;SecurePost AG;Viktoriastrasse 21;;3030;Bern;031 338 10 52;;
2148;8351;0;;;CH;;;;;20060126;8351;1;SOS Surveillance Glassey SA;3;0;2;SOS Glassey SA;Place Centrale 9b-11;;1920;Martigny;027 721 88 88;027 721 88 89;
2149;8352;0;;;CH;;;;;20020103;8352;1;MAT Securitas Express AG;3;0;1;MAT Securities;Erlenstrasse 95;Postfach;4002;Basel;061 686 80 00;061 686 80 15;
2150;8353;0;;;CH;;;;;20040701;8353;1;Loomis Schweiz AG;3;0;1;Lomis Schweiz AG;Glattalstrasse 519;;8153;Rümlang;043 211 25 25;043 211 25 26;
2151;8355;0;;;CH;;;;;20050312;8355;1;Brink's Schweiz AG;3;0;1;Brink's Schweiz;;Postfach 34;8058;Zürich-Flughafen;044 800 30 70;044 800 30 71;
2152;8381;0;;;CH;;;;;20090401;8381;1;FMCC Finance, Zweigniederlassung Wallisellen;3;0;1;FMCC Finance;Geerenstrasse 10;Postfach 545;8304;Wallisellen;043 233 24 00;043 233 20 50;
2153;8382;0;;;;;;CBZHCHZZXXX;;20090803;8382;1;Centrum Bank (Schweiz) AG;3;3;1;Centrum Bank;Bellerivestrasse 42;Postfach;8034;Zürich;044 233 31 33;044 233 31 22;
2154;8383;0;;8383;;;;UTSACHGGXXX;;20091205;8383;1;Univalor Trust SA;3;3;2;Univalor;14, Rue Kléberg;;1201;Genève;022 908 36 00;022 908 36 60;
2155;8384;0;;8384;CH;;;REYLCHGGXXX;;20090504;8384;1;Reyl & Cie S.A.;3;0;2;Reyl;Rue du Rhône 62;;1204;Genève;022 816 80 00;022 816 80 01;
2156;8385;0;;;CH;12-3511-8;;NBOKCHGGXXX;;20080602;;1;NBK Banque Privée (Suisse) SA;3;3;2;NBK;Quai du Mont-Blanc 21;Case postale 1923;1211;Genève 1;022 906 43 43;022 906 43 99;
2157;8387;1;0;8387;CH;17-415869-3;17-415869-3;BBRUCHGTXXX;;20030705;8387;1;ING Belgique, Bruxelles;1;1;2;ING Belgique;6, rue Jean-Petitot;Case postale 5613;1211;Genève 11;022 592 30 00;022 592 30 04;
2158;8388;0;;;CH;12-506-7;;BABRCHGGXXX;;20060119;8388;1;Banque Baring Brothers Sturdza SA;3;3;2;Bque Baring;Rue du Rhône 112;Case postale 3024;1211;Genève 3;022 317 98 11;022 310 38 80;
2159;8389;1;0;8389;CH;30-38182-1;30-38182-1;BZSDCH22XXX;;20060308;8389;1;Bezirks-Sparkasse Dielsdorf;1;3;1;Bez.-Spark.;Bahnhofstrasse 29;Postfach;8157;Dielsdorf;044 854 90 00;044 853 07 28;
2160;8390;1;1;8390;CH;87-260325-7;87-260325-7;ALSWCH21XXX;;19990428;8390;1;Alternative Bank ABS;1;0;1;ABS;Leberngasse;Postfach;4601;Olten;062 206 16 16;062 206 16 17;
2161;8391;1;0;8391;CH;40-10970-0;40-10970-0;;;20000407;8391;1;WIR Bank Genossenschaft ;1;0;1;WIR;Auberg 1;Postfach;4002;Basel;061 277 91 11;061 277 92 39;
2162;8392;1;1;8392;CH;40-963-0;40-963-0;;;20060821;8392;1;Freie Gemeinschaftsbank;1;0;1;Freie Gemeinschaftsbank;Gerbergasse 30;Postfach 248;4001;Basel;061 269 81 00;061 269 81 49;
2163;8393;1;1;8393;CH;30-38252-6;30-38252-6;EKIICH22XXX;;20060305;8393;1;Bank EKI Genossenschaft;1;3;1;EK Interlaken;Rosenstrasse 1;Postfach;3800;Interlaken;033 826 17 71;033 826 17 79;
2164;8394;1;0;8394;CH;30-38155-7;30-38155-7;EEKBCH22XXX;;20050926;8394;1;Bank EEK;1;3;1;Bank EEK;Amthausgasse 14 / Marktgasse 19;Postfach 309;3000;Bern 7;031 310 52 52;031 310 52 99;
2165;8395;1;0;8395;CH;30-38206-7;30-38206-7;SLBUCH21XXX;;20050927;8395;1;Spar- und Leihkasse Bucheggberg;1;1;1;S+L Bucheggberg;Hauptstrasse 69;Postfach;4584;Lüterswil;032 352 10 60;032 352 10 70;
2166;8396;1;1;8396;CH;30-38186-8;30-38186-8;RBABCH22367;;20051028;8396;1;Spar + Leihkasse Gürbetal;1;3;1;S + L Gürbetal;Dorfstrasse 19;Postfach;3127;Mühlethurnen;031 808 19 19;031 809 22 16;
2167;8396;1;1;8396;CH;30-1773-3;30-38186-8;RBABCH22367;;20051028;8396;1;Spar + Leihkasse Gürbetal;1;3;1;S + L Gürbetal;Dorfstrasse 19;Postfach;3127;Mühlethurnen;031 808 19 19;031 809 22 16;
2168;8397;1;1;8397;CH;30-38141-6;30-38141-6;RBABCH22365;;20051018;8397;1;DC Bank Deposito-Cassa der Stadt Bern;1;3;1;DC Bank;Kochergasse 6;Postfach;3000;Bern 7;031 328 85 85;031 328 85 86;
2169;8397;1;1;8397;CH;30-142-1;30-38141-6;RBABCH22365;;20051018;8397;1;DC Bank Deposito-Cassa der Stadt Bern;1;3;1;DC Bank;Kochergasse 6;Postfach;3000;Bern 7;031 328 85 85;031 328 85 86;
2170;8398;0;;;CH;;;;;20070402;8398;1;VZ Depotbank AG;3;0;1;VZ Depotbank AG;Beethovenstrasse 20;;8002;Zürich;044 207 25 25;044 207 25 26;
2171;8399;1;1;8399;CH;30-762201-5;30-762201-5;;;20080701;;1;AXA Bank Europe, Brüssel, Zweigniederlassung Winterthur;3;0;1;AXA Bank;General Guisan-Strasse 40;Postfach 4500;8401;Winterthur;052 213 74 74;;
2172;8401;1;0;8401;CH;80-533-6;80-533-6;MIGRCHZZXXX;;20050304;8401;1;MIGROSBANK;1;3;1;MIGROSBANK;;Postfach;8023;Zürich;044 229 81 11;;
2173;8404;1;;;CH;84-704-3;80-533-6;MIGRCHZZ84A;;20010715;8401;2;MIGROSBANK;1;3;1;MIGROSBANK;;Postfach;8401;Winterthur;052 260 23 23;;
2174;8410;1;;;CH;90-2601-6; 80-533-6;MIGRCHZZ90A;;20010715;8401;2;MIGROSBANK;1;3;1;MIGROSBANK;;Postfach;9001;St. Gallen;071 228 53 53;;
2175;8411;1;;;CH;60-8780-7; 80-533-6;MIGRCHZZ60A;;20040324;8401;2;MIGROSBANK;1;3;1;MIGROSBANK;Bahnhofstrasse 6;Postfach;6002;Luzern;041 227 25 25;;
2176;8413;1;;;CH;40-898-3; 80-533-6;MIGRCHZZ40A;;20021024;8401;2;MIGROSBANK;1;3;1;MIGROSBANK;;Postfach;4051;Basel;061 287 66 66;;
2177;8422;1;;;CH;30-590-8; 80-533-6;MIGRCHZZ30A;;20010726;8401;2;MIGROSBANK;1;3;1;MIGROSBANK;;Postfach;3001;Bern;031 320 38 38;;
2178;8430;1;;;CH;12-4028-2; 80-533-6;MIGRCHZZ12A;;20010726;8401;2;BANQUEMIGROS;1;3;2;BANQUEMIGROS;;Case postale;1211;Genève 3;022 707 12 12;;
2179;8432;1;;;CH;10-2044-3; 80-533-6;MIGRCHZZ10A;;20050428;8401;2;BANQUEMIGROS;1;3;2;BANQUEMIGROS;Rue des Terreaux 23;Case postale;1000;Lausanne 9;021 321 11 11;;
2180;8433;1;;;CH;17-360-8; 80-533-6;MIGRCHZZ17A;;20050414;8401;2;BANQUEMIGROS;1;3;2;BANQUEMIGROS;;Case postale 1032;1701;Fribourg;026 351 14 14;026 351 14 19;
2181;8434;1;;;CH;19-847-6; 80-533-6;MIGRCHZZ19A;;20011109;8401;2;BANQUEMIGROS;1;3;2;BANQUEMIGROS;;Case postale 139;1951;Sion/Sitten;027 328 16 16;027 328 16 17;
2182;8437;1;;;CH;69-763-4; 80-533-6;MIGRCHZZ69A;;20010726;8401;2;BANCAMIGROS;1;3;3;BANCAMIGROS;;Casella postale;6901;Lugano;091 911 08 11;;
2183;8439;1;;;CH;50-79797-2; 80-533-6;MIGRCHZZ50A;;20011109;8401;2;MIGROSBANK;1;3;1;MIGROSBANK;Bahnhofstrasse 74;;5000;Aarau;062 832 26 26;062 832 26 11;
2184;8440;1;0;8440;CH;40-8888-1;40-8888-1;COOPCHBBXXX;;19990427;8440;1;Bank Coop AG;1;1;1;Coop;;Postfach;4002;Basel;061 286 21 21;;
2185;8441;1;0;8440;CH;; 40-8888-1;;;20000713;8440;2;Bank Coop AG;1;1;1;Coop;Gundeldingen;Postfach;4018;Basel;061 366 58 58;;
2186;8442;1;0;8440;CH;; 40-8888-1;;;19990427;8440;2;Bank Coop AG;1;1;1;Coop;Kleinbasel;Postfach;4005;Basel;061 681 00 44;;
2187;8443;1;0;8440;CH;; 40-8888-1;COOPCHBB30A;;19990427;8440;2;Bank Coop AG;1;1;1;Coop;;Postfach;3001;Bern;031 327 75 75;;
2188;8444;1;0;8440;CH;; 40-8888-1;COOPCHBB25A;;20051209;8440;2;Bank Coop AG;1;1;1;Coop;;Postfach;2501;Biel/Bienne;032 328 81 81;;
2189;8445;1;0;8440;CH;; 40-8888-1;COOPCHBB52A;;20020921;8440;2;Bank Coop AG;1;1;1;Coop;Neumarkt 2;Postfach;5201;Brugg AG;056 461 74 74;;
2190;8446;1;0;8440;CH;; 40-8888-1;COOPCHBB20A;;20000713;8440;2;Banque Coop SA;1;1;2;Coop;;Case postale;2001;Neuchâtel;032 722 59 59;;
2191;8447;1;0;8440;CH;; 40-8888-1;COOPCHBB12A;;19990427;8440;2;Banque Coop SA;1;1;2;Coop;;Case postale;1204;Genève 3;022 818 44 44;;
2192;8448;1;0;8440;CH;; 40-8888-1;;;20041023;8440;2;Banque Coop SA;1;1;2;Coop;;Case postale 5783;1002;Lausanne;021 310 63 11;;
2193;8449;1;0;8440;CH;; 40-8888-1;COOPCHBB69A;;19990427;8440;2;Banca Coop SA;1;1;3;Coop;;Casella postale;6901;Lugano;091 911 31 11;;
2194;8450;1;0;8440;CH;; 40-8888-1;COOPCHBB60A;;19990427;8440;2;Bank Coop AG;1;1;1;Coop;;Postfach;6002;Luzern;041 226 46 46;;
2195;8451;1;0;8440;CH;; 40-8888-1;COOPCHBB46A;;19990427;8440;2;Bank Coop AG;1;1;1;Coop;;Postfach;4603;Olten;062 205 25 25;;
2196;8452;1;0;8440;CH;; 40-8888-1;COOPCHBB82A;;19990427;8440;2;Bank Coop AG;1;1;1;Coop;;Postfach;8201;Schaffhausen;052 632 32 32;;
2197;8453;1;0;8440;CH;; 40-8888-1;COOPCHBB80A;;20050304;8440;2;Bank Coop AG;1;1;1;Coop;;Postfach;8023;Zürich;044 218 63 11;;
2198;8454;1;0;8440;CH;; 40-8888-1;;;20050305;8440;2;Bank Coop AG;1;1;1;Coop;Oerlikon;Postfach;8050;Zürich;044 317 28 28;;
2199;8455;1;0;8440;CH;; 40-8888-1;COOPCHBB69A;;19990427;8440;2;Banca Coop SA;1;1;3;Coop;;Casella postale;6501;Bellinzona;091 820 60 20;;
2200;8456;1;0;8440;CH;; 40-8888-1;COOPCHBB90A;;20010411;8440;2;Bank Coop AG;1;1;1;Coop;;Postfach;9001;St. Gallen;071 227 65 65;;
2201;8457;1;0;8440;CH;; 40-8888-1;;;20041117;8440;2;Banque Coop SA;1;1;2;Coop;35, Rue de Romont;;1701;Fribourg;026 347 45 60;;
2202;8465;1;0;8465;CH;69-50-1;69-50-1;BSILCH22XXX;;20010526;8465;1;BSI SA;1;0;3;BSI SA;;Casella postale 2833;6901;Lugano;091 809 31 11;;
2203;8466;1;0;8466;CH;69-50-1;69-50-1;BSILCH22XXX;;20080728;8465;2;BSI SA;1;0;2;BSI SA;Avenue de Rumine 3;Case postale 5411;1005;Lausanne;021 341 74 11;;
2204;8468;1;0;8468;CH;12-675-3; 69-50-1;BSILCH2212A;;20031011;8465;2;BSI SA;1;0;2;BSI SA;;Case postale;1211;Genève 11;022 705 12 12;;
2205;8471;1;0;8471;CH;65-991-0; 69-50-1;BSILCH2265A;;20031011;8465;2;BSI SA;1;0;3;BSI SA;;Casella postale;6501;Bellinzona;091 821 65 11;;
2206;8472;1;0;8472;CH;69-16-6; 69-50-1;BSILCH2268B;;20031011;8465;2;BSI SA;1;0;3;BSI SA;;Casella postale 35;6830;Chiasso 1;091 697 61 11;;
2207;8473;1;0;8473;CH;65-812-9; 69-50-1;BSILCH2266A;;20031011;8465;2;BSI SA;1;0;3;BSI SA;;Casella postale 1982;6601;Locarno;091 756 63 11;;
2208;8486;1;0;8486;CH;80-2174-9; 69-50-1;BSILCH2280A;;20050304;8465;2;BSI AG;1;0;1;BSI AG;;Postfach;8022;Zürich;044 205 81 11;;
2209;8487;1;0;8487;CH;70-5200-9; 69-50-1;BSILCH2275A;;20031011;8465;2;BSI AG;1;0;1;BSI AG;;Postfach;7500;St. Moritz 1;082 833 21 01;;
2210;8490;1;0;8490;CH;69-5872-0;69-5872-0;CBLUCH22XXX;;20050603;8490;1;Cornèr Banca SA;1;1;3;Cornèr;Via Canova 16;;6901;Lugano;091 800 51 11;091 800 53 49;
2211;8495;0;;;;65-211720-7;;EGOBCH22XXX;;20070903;8495;1;BANCA CREDINVEST SA;3;0;3;EGOBANK SA;Via Soave 1;;6901;Lugano;091 910 02 00;091 910 02 09;
2212;8496;0;;;;65-230945-0;;VRBPCH22XXX;;20070301;8496;1;Banca Aletti & C. (Suisse) SA;3;0;2;Banca Aletti;Via D'Alberti 1;Casella postale 5826;6901;Lugano;091 911 81 11;091 911 81 81;
2213;8497;0;;;;;;SYTHCHGGXXX;;20070402;8497;1;SAXO BANK (SWITZERLAND) SA;3;3;2;Synthesis Bank;Rue des Alpes 15;Case postale 2164;1211;Genève 1;022 317 95 00;022 317 95 01;
2214;8498;0;;;;65-263840-0;;UNCECH22XXX;;20070402;8498;1;UniCredit (Suisse)  SA;3;0;3;UniCredit;Via Emilio Bossi 1;;6901;Lugano;091 910 95 10;091 910 95 11;
2215;8499;0;;;CH;;;NBPSCHG1XXX;;20070716;8499;;NBAD Private Bank (Suisse) SA;;;;;Quai de l'Ile 5;Case postale 5055;1211;Genève 11;;;
2216;8504;0;;;;12-100664-0;;;;20070502;8504;1;Bearbull Degroof Banque Privée SA;3;3;2;Bearbull;Avenue Louis Casaï 18;Case postale 219;1211;Genève 28;022 817 35 00;022 817 35 01;
2217;8509;0;;;CH;87-91337-4;;BAMRCHZZXXX;;20050528;8509;1;Mercantil Bank (Schweiz) AG;3;0;1;Banco Mercantil;Talacker 42;Postfach 1052;8039;Zürich;0433 444 555;0433 444 550;
2218;8515;0;;;CH;80-3244-6;;BAERCHZZXXX;;20041023;8515;1;Bank Julius Bär & Co AG;1;3;1;BANK BÄR;Bahnhofstrasse 36;Postfach;8010;Zürich;058 888 1111;058 888 1122;
2219;8515;0;;;CH;12-414-6;;BAERCHZZXXX;;19990428;8515;3;Bank Julius Bär & Co AG;1;3;1;BANK BÄR;Schwanenplatz 2;Postfach;6002;Luzern;041 418 79 00;041 418 79 70;
2220;8518;1;0;8518;CH;30-38173-4;30-38173-4;AEKSCH21XXX;;20050926;8518;1;Bank aek Genossenschaft;1;3;1;AEK Schwarzenb.;Bahnhofstrasse 2;Postfach;3150;Schwarzenburg;031 734 20 20;031 731 26 11;
2221;8519;1;0;8519;CH;30-38193-9;30-38193-9;EKRUCH21XXX;;20050926;8519;1;Ersparniskasse Rüeggisberg;1;0;1;EK Rueggisberg;Dorf 22 F;Postfach;3088;Rüeggisberg;031 808 17 77;031 808 17 65;
2222;8521;1;0;8521;CH;30-38262-1;30-38262-1;BBOBCH21XXX;;20050926;8521;1;BBO Bank Brienz Oberhasli AG;1;3;1;BSK Bank;Hauptstrasse 115;Postfach 771;3855;Brienz;033 952 10 50;033 952 10 69;
2223;8522;1;0;8522;CH;65-64-0;65-64-0;SBTICH21XXX;;20010628;8522;1;Società Bancaria Ticinese;1;0;3;SBT;;Casella postale 2062;6501;Bellinzona;091 825 51 21;091 825 66 18;
2224;8523;0;;;CH;;;BGFLCH22XXX;;20041009;8523;1;BANCA GESFID;1;0;3;BANCA GESFID;Via Adamini 10a;Casella postale 5681;6901;Lugano;091 985 74 00;091 993 09 70;
2225;8524;1;0;8524;CH;69-2415-3;69-2415-3;SOLBCH22XXX;;20031115;8524;1;Banca Privata Edmond de Rothschild Lugano SA;1;1;3;E de Rothschild;Via Ginevra 2;Casella postale 5882;6901;Lugano;091 913 45 00;091 913 45 01;
2226;8525;0;0;;CH;85-723761-3;85-723761-3;BTVACH22XXX;;20051103;8525;1;Bank für Tirol und Vorarlberg Aktiengesellschaft, Innsbruck;1;3;1;Bank für Tirol;Hauptstrasse 19;;9422;Staad SG;071 858 10 10;;
2227;8526;0;;;CH;69-10-3;;BCLUCH22XXX;;20040205;8526;1;Banca Commerciale Lugano;1;0;3;BCL LUGANO;Viale Carlo Cattaneo 9;Casella postale 5877;6901;Lugano;091 910 43 43;091 923 55 73;
2228;8528;1;0;8528;CH;80-3282-8;80-3282-8;IHZUCHZZXXX;;20050303;8528;1;Privatbank IHAG Zürich AG;1;1;1;Privatbank Ihag;;Postfach;8022;Zürich;044 205 11 11;044 205 12 85;
2229;8529;0;;;CH;87-191578-2;;HYVEGB2LSMK;;20050305;8529;1;Bayerische Hypo- und Vereinsbank Aktiengesellschaft, München;3;0;1;Bay. Hypo;Postfach;Tödistrasse 61;8039;Zürich;044 288 71 11;044 288 71 05;
2230;8530;1;0;8530;CH;80-17735-4;80-17735-4;SHHBCHZZXXX;;20050304;8530;1;HYPOSWISS Privatbank AG;1;3;1;HYPOSWISS;Schützengasse 4;Postfach 6990;8023;Zürich;044 214 31 11;044 211 52 23;
2231;8533;0;;;CH;12-11177-5;;SELVCHGGXXX;;20060202;8533;1;SELVI & Cie SA;3;3;2;SELVIA & Cie SA;4, rue du Grütli;Case postale;1211;Genève 11;022 318 88 00;022 310 95 62;
2232;8534;0;;;CH;80-1684-9;;VPBVCHZHXXX;;20050919;8534;1;VP Bank (Schweiz) AG;1;1;1;VP Bank;Bleicherweg 50;Postfach;8039;Zürich;044 226 24 24;044 226 25 24;
2233;8536;0;;;;30-8154-5;;ATAMCH22XXX;;,20070103;8536;1;AAM Asset Privatbank AG;3;0;1;ATAG;Centralbahnstrasse 7;;4051;Basel;061 278 11 11;061 278 11 12;
2234;8537;0;;;CH;12-9902-7;;BICFCHGGXXX;;20060201;8537;1;Banque Internationale de Commerce - Bred, Paris,;3;3;2;Bque Internat.;Rue du Rhône 21;Case postale 3296;1211;Genève 3;022 312 30 70;022 312 30 36;
2235;8538;0;;;CH;12-100212-2;;UNEICHGGXXX;;20051215;8538;1;ROSBANK (SWITZERLAND) SA;3;3;2;ROSBANK;Rue du Rhône 17;Case postale 5734;1211;Genève 11;022 818 73 33;022 818 73 50;
2236;8539;0;;;CH;;;BEGOCHZZXXX;;20060601;8539;1;BERENBERG BANK (SCHWEIZ) AG;3;3;1;BERENBERG;Stockerstrasse 57;Postfach;8039;Zürich;;;
2237;8540;0;;;;12-11777-7;;BLOMCHGGXXX;;,20070103;8540;1;BLOM BANK (Switzerland) SA;3;3;2;BLOM BANK;Rue de la Rôtisserie 1;Case postale 3040;1211;Genève 3;022 817 71 00;022 817 71 90;
