Sort-Nr.;BCNr;Teiln. IBAN-Tool;PZ-Vali-dierung;BC-NR IID;Land-code;Postkonto Input;Postkonto Output;SWIFT;e-mail-Adresse Bemerkungen für Entwickler;Mutations-datum;Hauptsitz;BC-Art;Bank/Institut;SIC;euro-sic;Sprache;Kurzbez.;Domizil;Postadresse;PLZ;Ort;Telefon;Fax;Vorwahl
164;4279;1;0;4835;CH;; 80-500-4;CRESCHZZ12C;;20000407;4835;2;CREDIT SUISSE (4);1;1;2;CS;Balexert, Avenue Louis-Casaï 27;Case postale 535;1211;Genève;022 979 12 00;022 979 12 12;
165;4280;1;0;4835;CH;12-1644-9; 80-500-4;CRESCHZZ12G;;20000602;4835;2;CREDIT SUISSE (4);1;1;2;CS;Cornavin, Rue de Lausanne 11 - 19;Case postale 1384;1211;Genève;022 391 21 31;022 391 41 17;
166;4281;1;0;4835;CH;; 80-500-4;CRESCHZZ12I;;20000407;4835;2;CREDIT SUISSE (4);1;1;2;CS;Petit-Lancy, Route de Chancy 59;Case postale 100;1211;Genève;022 391 31 31;022 391 30 90;
167;4322;1;0;4835;CH;; 80-500-4;CRESCHZZ65A;;19990421;4835;2;CREDIT SUISSE (4);1;1;3;CS;Viale Stazione 19;Casella postale 2025;6501;Bellinzona;091 821 99 11;091 821 99 01;
168;4323;1;0;4835;CH;; 80-500-4;CRESCHZZ87L;;19990311;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bankgasse 22;Postfach 466;8750;Glarus;055 646 21 11;055 646 22 20;
169;4334;1;0;4835;CH;45-512-9; 80-500-4;CRESCHZZ25G;;19990629;4835;2;CREDIT SUISSE (4);1;1;1;CS;Am Marktplatz;Postfach 127;2540;Grenchen;032 654 23 23;032 652 22 65;
170;4337;1;0;4835;CH;; 80-500-4;CRESCHZZ38A;;19990421;4835;2;CREDIT SUISSE (4);1;1;1;CS;Höheweg 3;Postfach;3800;Interlaken;033 826 66 66;033 826 66 65;
171;4339;1;0;4835;CH;30-2126-; 80-500-4;CRESCHZZ37L;;19981225;4835;2;CREDIT SUISSE (4);1;1;1;CS;Promenade;Postfach 315;3780;Gstaad;033 748 97 97;033 744 62 21;
172;4343;1;0;4835;CH;; 80-500-4;CRESCHZZ49A;;19990421;4835;2;CREDIT SUISSE (4);1;1;1;CS;Marktgasse 29;Postfach;4902;Langenthal;062 916 59 59;062 923 23 80;
173;4353;1;0;4835;CH;60-11309-9; 80-500-4;CRESCHZZ62L;;19990421;4835;2;CREDIT SUISSE (4);1;1;1;CS;Gerliswilstrasse 71;Postfach 47;6021;Emmenbrücke 1;041 268 62 68;041 268 61 90;
174;4355;1;0;4835;CH;; 80-500-4;CRESCHZZ88G;;20050312;4835;2;CREDIT SUISSE (4);1;1;1;CS;Alte Landstrasse 24;Postfach 176;8810;Horgen;044 727 71 11;044 727 71 12;
175;4358;1;0;4835;CH;60-420-8; 80-500-4;CRESCHZZ60M;;19990311;4835;2;CREDIT SUISSE (4);1;1;1;CS;Kantonsstrasse 40;Postfach 379;6048;Horw;041 349 63 63;041 349 63 64;
176;4363;1;0;4835;CH;; 80-500-4;CRESCHZZ71A;;19990421;4835;2;CREDIT SUISSE (4);1;1;1;CS;Via Gronda;Postfach 156;7017;Flims Dorf;081 928 22 11;081 928 22 12;
177;4367;1;0;4835;CH;30-12766-2; 80-500-4;CRESCHZZ38A;;19990421;4835;2;CREDIT SUISSE (4);1;1;1;CS;Höheweg 3;Postfach 193;3800;Interlaken;033 826 66 66;033 826 65 65;
178;4373;1;0;4835;CH;; 80-500-4;CRESCHZZ86M;;19990421;4835;2;CREDIT SUISSE (4);1;1;1;CS;Untere Bahnhofstrasse 28;Postfach 1174;8640;Rapperswil SG;055 222 81 11;055 222 81 16;
179;4381;1;0;4835;CH;; 80-500-4;CRESCHZZ72B;;19990311;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bahnhofstrasse 13;Postfach 91;7250;Klosters;081 423 32 11;081 423 32 02;
180;4383;1;0;4835;CH;; 80-500-4;CRESCHZZ80V;;20050312;4835;2;CREDIT SUISSE (4);1;1;1;CS;Flughafen;Postfach 1482;8058;Zürich;044 804 37 11;044 804 37 13;
181;4384;1;0;4835;CH;; 80-500-4;CRESCHZZ80V;;20050312;4835;2;CREDIT SUISSE (4);1;1;1;CS;Schaffhauserstrasse 144;Postfach 875;8302;Kloten;044 804 71 71;044 804 71 70;
182;4396;1;0;4835;CH;30-304-0; 80-500-4;CRESCHZZ30A;;19990421;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bundesplatz 2;Postfach;3001;Bern;031 358 81 11;031 358 71 68;
183;4400;1;0;4835;CH;80-639-1; 80-500-4;CRESCHZZ82P;;20010623;4835;2;CREDIT SUISSE (4);1;1;1;CS;Hauptstrasse 33;Postfach 1270;8280;Kreuzlingen 1;071 677 44 44;071 677 43 24;
184;4405;1;0;4835;CH;80-2445-4; 80-500-4;CRESCHZZ87A;;20050312;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bahnhofstrasse 4;Postfach 1519;8700;Küsnacht ZH;044 914 15 11;044 914 15 95;
185;4412;1;0;4835;CH;; 80-500-4;CRESCHZZ88M;;19990521;4835;2;CREDIT SUISSE (4);1;1;1;CS;Schützenstrasse 7;Postfach 383;8853;Lachen SZ;055 451 81 81;055 451 82 40;
186;4413;1;0;4835;CH;; 80-500-4;CRESCHZZ68E;;19990421;4835;2;CREDIT SUISSE (4);1;1;3;CS;Via Vedeggio;Casella postale 134;6814;Lamone;091 961 88 11;091 966 36 38;
187;4419;1;0;4835;CH;49-905-0; 80-500-4;CRESCHZZ49A;;19990421;4835;2;CREDIT SUISSE (4);1;1;1;CS;Marktgasse 29;Postfach 496;4902;Langenthal;062 916 59 59;062 923 23 80;
188;4424;1;0;4835;CH;; 80-500-4;CRESCHZZ10A;;19990629;4835;2;CREDIT SUISSE (4);1;1;2;CS;Rue du Grand Pont 6;Case postale 2493;1002;Lausanne;021 340 11 11;021 340 33 33;
189;4425;1;0;4835;CH;10-36-4; 80-500-4;CRESCHZZ10A;;19990528;4835;2;CREDIT SUISSE (4);1;1;2;CS;Rue du Lion d'Or 5 - 7;Case postale 2493;1002;Lausanne;021 340 11 11;021 340 33 33;
190;4427;1;0;4835;CH;; 80-500-4;CRESCHZZ10D;;19990421;4835;2;CREDIT SUISSE (4);1;1;2;CS;Rue du Lion d'Or 5 - 7;Case postale 2493;1002;Lausanne;021 340 11 11;021 340 33 33;
191;4428;1;0;4835;CH;; 80-500-4;CRESCHZZ10A;;19990421;4835;2;CREDIT SUISSE (4);1;1;2;CS;Rue du Lion d'Or 5 - 7;Case postale 2493;1002;Lausanne;021 340 11 11;021 340 33 33;
192;4429;1;0;4835;CH;; 80-500-4;CRESCHZZ10E;;19990427;4835;2;CREDIT SUISSE (4);1;1;2;CS;Rue du Lion d'Or 5 - 7;Case postale 2493;1002;Lausanne;021 340 11 11;021 340 33 33;
193;4441;1;0;5881;CH;50-1998-7;50-1083-6;AHHBCH2256A;;19990421;5881;2;Neue Aargauer Bank;1;1;1;NAB;Bahnhofplatz 1;Postfach 560;5600;Lenzburg;062 888 55 55;062 888 55 45;
194;4446;1;0;4835;CH;40-838-1; 80-500-4;CRESCHZZ44A;;20010623;4835;2;CREDIT SUISSE (4);1;1;1;CS;Rheinstrasse 8;Postfach 618;4410;Liestal;061 925 71 11;061 925 72 05;
195;4451;1;0;4835;CH;; 80-500-4;CRESCHZZ66A;;20010623;4835;2;CREDIT SUISSE (4);1;1;3;CS;Via A. Ciseri 10;Casella postale 5600;6601;Locarno;091 756 81 11;091 756 83 71;
196;4455;1;0;4835;CH;; 80-500-4;CRESCHZZ69B;;20010923;4835;2;CREDIT SUISSE (4);1;1;3;CS;Via Canova 15;Casella postale 2836;6901;Lugano;091 802 51 11;091 802 58 60;
197;4456;1;0;4835;CH;69-3008-1; 80-500-4;CRESCHZZ69A;;19990421;4835;2;CREDIT SUISSE (4);1;1;3;CS;Via Canova 15;Casella postale 2836;6901;Lugano;091 802 51 11;091 802 58 60;
198;4457;1;0;4835;CH;; 80-500-4;CRESCHZZ69A;;20010526;4835;2;CREDIT SUISSE (4);1;1;3;CS;Via Canova 15;Casella postale 2836;6901;Lugano;091 802 51 11;091 802 58 60;
199;4458;1;0;4835;CH;; 80-500-4;CRESCHZZ69A;;20000407;4835;2;CREDIT SUISSE (4);1;1;3;CS;Via Canova 15;Casella postale;6901;Lugano;091 802 51 11;091 802 58 60;
200;4459;1;0;4835;CH;; 80-500-4;CRESCHZZ69B;;20010623;4835;2;CREDIT SUISSE (4);1;1;3;CS;;Casella postale;6901;Lugano;091 802 51 11;091 802 58 60;
201;4463;1;0;4835;CH;60-44-9; 80-500-4;CRESCHZZ60A;;20010623;4835;2;CREDIT SUISSE (4);1;1;1;CS;Schwanenplatz 8;Postfach 4569;6002;Luzern;041 419 11 11;041 419 12 20;
202;4465;1;0;4835;CH;; 80-500-4;CRESCHZZ60A;;20010623;4835;2;CREDIT SUISSE (4);1;1;1;CS;Schwanenplatz 8;Postfach 4569;6002;Luzern;041 419 11 11;041 419 12 20;
203;4467;1;0;4835;CH;60-1416-3; 80-500-4;CRESCHZZ60A;;20010623;4835;2;CREDIT SUISSE (4);1;1;1;CS;Schwanenplatz 8;Postfach 4569;6002;Luzern;041 419 11 11;041 419 12 20;
204;4469;1;0;4835;CH;; 80-500-4;CRESCHZZ69N;;20030625;4835;2;CREDIT SUISSE (4);1;1;3;CS;Via Canova 15;Casella postale 2836;6901;Lugano;091 802 51 11;091 802 58 60;
205;4480;1;0;4835;CH;19-1000-9; 80-500-4;CRESCHZZ19B;;19990311;4835;2;CREDIT SUISSE (4);1;1;2;CS;Avenue de la Gare 21;Case postale 192;1920;Martigny 1;027 721 11 11;027 721 12 11;
206;4486;1;0;4835;CH;80-256-2; 80-500-4;CRESCHZZ87D;;20050312;4835;2;CREDIT SUISSE (4);1;1;1;CS;Dorfstrasse 93;Postfach 827;8706;Meilen;044 925 08 11;044 925 08 10;
207;4488;1;0;4835;CH;34-4932-0; 80-500-4;CRESCHZZ38A;;19990522;4835;2;CREDIT SUISSE (4);1;1;1;CS;Höheweg 3;Postfach 193;3800;Interlaken;033 826 66 66;033 826 65 65;
208;4490;1;0;4835;CH;; 80-500-4;CRESCHZZ68C;;19990421;4835;2;CREDIT SUISSE (4);1;1;3;CS;Via Lavizzari 21;Casella postale 137;6850;Mendrisio;091 640 94 11;091 646 34 43;
209;4497;1;0;4835;CH;; 80-500-4;CRESCHZZ66E;;19981225;4835;2;CREDIT SUISSE (4);1;1;3;CS;Centro Commerciale Borenc;Casella postale 1172;6648;Minusio;091 759 11 11;091 759 11 19;
210;4499;1;0;4835;CH;; 80-500-4;CRESCHZZ46A;;20010623;4835;2;CREDIT SUISSE (4);1;1;1;CS;Olten-A;Postfach;4601;Olten;062 205 65 11;062 205 65 12;
211;4500;1;0;4835;CH;; 80-500-4;CRESCHZZ18L;;19990311;4835;2;CREDIT SUISSE (4);1;1;2;CS;Avenue de la Gare 8;Case postale 1476;1870;Monthey 2;024 473 55 11;024 473 55 55;
212;4503;1;0;4835;CH;; 80-500-4;CRESCHZZ18D;;20010623;4835;2;CREDIT SUISSE (4);1;1;2;CS;Place de la Paix 1;Case postale 176;1820;Montreux 1;021 962 76 11;021 963 53 62;
213;4507;1;0;4835;CH;; 80-500-4;CRESCHZZ11A;;19990311;4835;2;CREDIT SUISSE (4);1;1;2;CS;Grand-Rue 52;Case postale 477;1110;Morges 1;021 804 78 11;021 802 16 09;
214;4520;1;0;4835;CH;30-13500-1; 80-500-4;CRESCHZZ30N;;19981225;4835;2;CREDIT SUISSE (4);1;1;1;CS;Thunstrasse 70;Postfach 424;3074;Muri b. Bern;031 358 75 00;031 358 86 25;
215;4528;1;0;4835;CH;40-8060-0; 80-500-4;CRESCHZZ41G;;20010623;4835;2;CREDIT SUISSE (4);1;1;1;CS;Hauptstrasse 82;Postfach 512;4132;Muttenz 1;061 467 59 59;061 467 59 55;
216;4531;1;0;4835;CH;20-815-1; 80-500-4;CRESCHZZ20A;;20010623;4835;2;CREDIT SUISSE (4);1;1;2;CS;Place Pury 4;Case postale 556;2001;Neuchâtel;032 720 95 11;032 720 99 50;
217;4541;1;0;4835;CH;; 80-500-4;CRESCHZZ12T;;19990311;4835;2;CREDIT SUISSE (4);1;1;2;CS;Rue de la Gare 45;Case postale 279;1260;Nyon 1;022 994 81 11;022 994 81 80;
218;4556;1;0;4835;CH;46-45-9; 80-500-4;CRESCHZZ46A;;20010623;4835;2;CREDIT SUISSE (4);1;1;1;CS;Froburgstrasse 1;Postfach 410;4601;Olten;062 205 65 11;062 205 65 12;
219;4556;1;0;4835;CH;46-95-8; 80-500-4;CRESCHZZ46A;;20010623;4835;2;CREDIT SUISSE (4);1;1;1;CS;Froburgstrasse 1;Postfach 410;4601;Olten;062 205 65 11;062 205 65 12;
220;4565;1;0;4835;CH;30-2266-7; 80-500-4;CRESCHZZ30M;;19990629;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bernstrasse 34;Postfach;3072;Ostermundigen;031 939 72 22;031 931 96 15;
221;4570;1;0;4835;CH;; 80-500-4;CRESCHZZ88F;;19990311;4835;2;CREDIT SUISSE (4);1;1;1;CS;Schindellegistrasse 3;Postfach 59;8808;Pfäffikon SZ;055 416 01 01;055 416 02 02;
222;4573;1;0;4835;CH;; 80-500-4;CRESCHZZ69L;;19990421;4835;2;CREDIT SUISSE (4);1;1;3;CS;Via Lugano;Casella postale 168;6988;Ponte Tresa;091 611 86 11;091 606 26 88;
223;4574;1;0;4835;CH;; 80-500-4;CRESCHZZ75C;;19990311;4835;2;CREDIT SUISSE (4);1;1;1;CS;Villa Bellavita;Postfach 120;7504;Pontresina;081 838 92 92;081 838 92 93;
224;4580;1;0;4835;CH;40-13527-0; 80-500-4;CRESCHZZ41H;;19990311;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bahnhofstrasse 11;Postfach 1255;4133;Pratteln 1;061 826 15 15;061 826 15 51;
225;4585;1;0;4835;CH;25-2202-2; 80-500-4;CRESCHZZ28A;;19990629;4835;2;CREDIT SUISSE (4);1;1;2;CS;Rue de la Maltière 2;Case postale 237;2800;Delémont 1;032 421 95 55;032 421 95 88;
226;4589;1;0;4835;CH;; 80-500-4;CRESCHZZ10N;;19990629;4835;2;CREDIT SUISSE (4);1;1;2;CS;Place de la Gare 1;Case postale 128;1009;Pully;021 721 73 73;021 729 40 37;
227;4595;1;0;4835;CH;80-705-3; 80-500-4;CRESCHZZ86M;;19990421;4835;2;CREDIT SUISSE (4);1;1;1;CS;Untere Bahnhofstrasse 28;Postfach 1174;8640;Rapperswil SG;055 222 81 11;055 222 81 16;
228;4596;1;0;4835;CH;40-5605-8; 80-500-4;CRESCHZZ41Q;;20010623;4835;2;CREDIT SUISSE (4);1;1;1;CS;Hauptstrasse 36;Postfach 364;4153;Reinach BL;061 715 32 32;061 715 32 55;
229;4596;1;0;4835;CH;; 80-500-4;CRESCHZZ41Q;;20010706;4835;3;CREDIT SUISSE (4);1;1;1;CS;Hauptstrasse 36;Postfach 364;4147;Aesch BL;061 715 32 32;061 715 32 55;
230;4598;1;0;4835;CH;; 80-500-4;CRESCHZZ81A;;20050312;4835;2;CREDIT SUISSE (4);1;1;1;CS;Watterstrasse 100;Postfach 410;8105;Regensdorf 1;044 871 35 35;044 871 35 36;
231;4605;1;0;4835;CH;; 80-500-4;CRESCHZZ10P;;19990311;4835;2;CREDIT SUISSE (4);1;1;2;CS;Avenue de la Poste 1;Case postale 541;1020;Renens VD 1;021 631 95 11;021 635 70 88;
232;4607;1;0;4835;CH;50-226-7; 80-500-4;CRESCHZZ43A;;19990311;4835;2;CREDIT SUISSE (4);1;1;1;CS;Kaiserstrasse 4;Postfach 661;4310;Rheinfelden 1;061 836 33 33;061 836 33 66;
233;4614;1;0;4835;CH;40-416-6; 80-500-4;CRESCHZZ41E;;19990311;4835;2;CREDIT SUISSE (4);1;1;1;CS;Baselstrasse 20;Postfach 396;4125;Riehen 1;061 645 59 11;061 645 59 22;
234;4616;1;0;4835;CH;80-3836-3; 80-500-4;CRESCHZZ85F;;19990311;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bahnhofstrasse 3;Postfach 90;8590;Romanshorn 1;071 466 91 61;071 466 91 91;
235;4625;1;0;4835;CH;; 80-500-4;CRESCHZZ65C;;19981225;4835;2;CREDIT SUISSE (4);1;1;3;CS;Piazzetta;Casella postale 141;6535;Roveredo GR;091 820 79 11;091 827 23 49;
236;4631;1;0;4835;CH;20-3009-4; 80-500-4;CRESCHZZ20A;;20010623;4835;2;CREDIT SUISSE (4);1;1;2;CS;Place Pury 4;Case postale 556;2001;Neuchâtel;032 720 95 11;032 720 99 50;
237;4637;1;0;4835;CH;90-70-3; 80-500-4;CRESCHZZ90A;;20051020;4835;2;CREDIT SUISSE (4);1;1;1;CS;St. Leonhardstrasse 3;Postfach 563;9001;St. Gallen;071 226 31 11;071 226 34 34;
238;4642;1;0;4835;CH;; 80-500-4;CRESCHZZ90A;;20051020;4835;2;CREDIT SUISSE (4);1;1;1;CS;St. Leonhardstrasse 3;Postfach 563;9001;St. Gallen;071 226 31 11;071 226 34 34;
239;4644;1;0;4835;CH;; 80-500-4;CRESCHZZ94F;;19990311;4835;2;CREDIT SUISSE (4);1;1;1;CS;Grenzstrasse 11;Postfach 174;9430;St. Margrethen SG;071 747 63 63;071 747 63 00;
240;4647;1;0;4835;CH;; 80-500-4;CRESCHZZ75A;;19990311;4835;2;CREDIT SUISSE (4);1;1;1;CS;Via Maistra 5;Postfach 4500;7500;St. Moritz 1;081 837 81 11;081 837 83 00;
241;4648;1;0;4835;CH;; 80-500-4;CRESCHZZ75A;;19990629;4835;2;CREDIT SUISSE (4);1;1;1;CS;Via Maistra 5;Postfach;7500;St. Moritz 1;081 837 81 11;081 837 83 00;
242;4654;1;0;4835;CH;; 80-500-4;CRESCHZZ75B;;19990311;4835;2;CREDIT SUISSE (4);1;1;1;CS;Plazzet 3;Postfach 48;7503;Samedan;081 851 11 11;081 851 11 12;
243;4655;1;0;4835;CH;; 80-500-4;CRESCHZZ75L;;19990521;4835;2;CREDIT SUISSE (4);1;1;1;CS;Chasa Riva;Postfach 122;7563;Samnaun Dorf;081 861 80 50;081 868 54 56;
244;4656;1;0;4835;CH;60-864-1; 80-500-4;CRESCHZZ60P;;19990311;4835;2;CREDIT SUISSE (4);1;1;1;CS;Poststrasse 5;Postfach 1459;6061;Sarnen 1;041 666 78 78;041 666 78 00;
245;4658;1;0;4835;CH;; 80-500-4;CRESCHZZ19A;;19990629;4835;2;CREDIT SUISSE (4);1;1;2;CS;Avenue de la Gare 21;Case postale 192;1920;Martigny 1;027 721 11 11;027 721 12 11;
246;4659;1;0;4835;CH;82-22-8; 80-500-4;CRESCHZZ82A;;20010623;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bahnhofstrasse 22 - 28;Postfach 1336;8201;Schaffhausen;052 630 44 44;052 630 43 85;
247;4660;1;0;4835;CH;; 80-500-4;CRESCHZZ80A;;20050305;4835;2;CREDIT SUISSE (4);1;1;1;CS;;Postfach 2;8070;Zürich;044 334 40 20;044 334 90 10;
248;4663;1;0;4835;CH;; 80-500-4;CRESCHZZ89D;;20050312;4835;2;CREDIT SUISSE (4);1;1;1;CS;Kirchstrasse 20;Postfach 860;8953;Dietikon 1;044 743 81 11;044 743 81 12;
249;4665;1;0;4835;CH;50-233-0; 80-500-4;CRESCHZZ50B;;19990602;4835;2;CREDIT SUISSE (4);1;1;1;CS;Oltnerstrasse 7;Postfach 73;5012;Schönenwerd;062 858 77 00;062 858 77 10;
250;4667;1;0;4835;CH;; 80-500-4;CRESCHZZ75H;;19990521;4835;2;CREDIT SUISSE (4);1;1;1;CS;Center Augustin;Postfach 164;7550;Scuol;081 861 02 11;081 861 02 12;
251;4671;1;0;4835;CH;; 80-500-4;CRESCHZZ86B;;20050312;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bahnhofstrasse 36;Postfach 221;8603;Schwerzenbach;044 806 62 11;044 806 62 22;
252;4674;1;0;4835;CH;60-6953-3; 80-500-4;CRESCHZZ64E;;20020311;4835;2;CREDIT SUISSE (4);1;1;1;CS;Postplatz 11;Postfach 363;6431;Schwyz;041 819 61 11;041 819 62 89;
253;4678;1;0;4835;CH;; 80-500-4;CRESCHZZ39L;;19990629;4835;2;CREDIT SUISSE (4);1;1;1;CS;Avenue Général-Guisan 6;Postfach 312;3960;Sierre/Siders;027 452 31 11;027 452 32 10;
254;4680;1;0;4835;CH;19-43-5; 80-500-4;CRESCHZZ19E;;19990528;4835;2;CREDIT SUISSE (4);1;1;2;CS;Avenue du Midi 12;Case postale 349;1951;Sion/Sitten;027 329 71 11;027 329 71 79;
255;4685;1;0;4835;CH;45-890-0; 80-500-4;CRESCHZZ45A;;19990629;4835;2;CREDIT SUISSE (4);1;1;1;CS;Wengistrasse 2;Postfach 1047;4502;Solothurn;032 624 52 52;032 624 52 47;
256;4691;1;0;5881;CH; 50-1998-7;50-1083-6;AHHBCH2289F;;19990421;5881;2;Neue Aargauer Bank;1;1;1;NAB;Shopping Center;Postfach 342;8957;Spreitenbach;056 418 55 11;056 418 55 12;
257;4694;1;0;4835;CH;80-120-2; 80-500-4;CRESCHZZ87F;;20050312;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bahnhofstrasse 26;Postfach 226;8712;Stäfa;044 928 28 28;044 928 28 29;
258;4697;1;0;4835;CH;60-5616-5; 80-500-4;CRESCHZZ63N;;19990311;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bahnhofstrasse 2;Postfach 971;6371;Stans;041 618 68 68;041 618 68 33;
259;4706;1;0;4835;CH;60-2225-7; 80-500-4;CRESCHZZ62C;;19990311;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bahnhofstrasse 18;Postfach 485;6210;Sursee;041 926 38 38;041 926 38 00;
260;4712;1;0;4835;CH;; 80-500-4;CRESCHZZ65G;;19981225;4835;2;CREDIT SUISSE (4);1;1;3;CS;Piazza G. Canevascini;Casella postale 284;6598;Tenero;091 735 13 11;091 745 18 59;
261;4716;1;0;4835;CH;; 80-500-4;CRESCHZZ88A;;20050312;4835;2;CREDIT SUISSE (4);1;1;1;CS;Gotthardstrasse 21;Postfach 1082;8801;Thalwil;044 723 91 11;044 723 91 12;
262;4720;1;0;4835;CH;12-8495-3; 80-500-4;CRESCHZZ12V;;20000407;4835;2;CREDIT SUISSE (4);1;1;2;CS;Thônex, Rue de Genève 91;Case postale 100;1211;Genève 70;022 869 81 11;022 869 81 00;
263;4721;1;0;4835;CH;34-2220-8; 80-500-4;CRESCHZZ36A;;20010623;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bälliz 36;Postfach 1341;3601;Thun;033 225 28 25;033 225 28 50;
264;4737;1;0;4835;CH;; 80-500-4;CRESCHZZ86B;;20050312;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bahnhofstrasse 36;Postfach 221;8603;Schwerzenbach;044 806 62 11;044 806 62 22;
265;4741;1;0;4835;CH;; 80-500-4;CRESCHZZ92D;;19990312;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bahnhofstrasse 76;Postfach 247;9240;Uzwil;071 955 45 11;071 955 45 22;
266;4744;1;0;4835;CH;; 80-500-4;CRESCHZZ19D;;19990312;4835;2;CREDIT SUISSE (4);1;1;2;CS;Haus Alpina;Case postale 98;1936;Verbier 1;027 775 36 36;027 775 36 37;
267;4747;1;0;4835;CH;12-110-3; 80-500-4;CRESCHZZ12U;;19990629;4835;2;CREDIT SUISSE (4);1;1;2;CS;Rue des Moulins 23;Case postale 636;1290;Versoix;022 775 13 00;022 755 38 01;
268;4748;1;0;4835;CH;12-3320-7; 80-500-4;CRESCHZZ12P;;20010623;4835;2;CREDIT SUISSE (4);1;1;2;CS;Chemin du Vieux-Vésenaz 31;Case postale 114;1222;Vésenaz;022 855 98 00;022 752 29 17;
269;4750;1;0;4835;CH;; 80-500-4;CRESCHZZ18A;;19990312;4835;2;CREDIT SUISSE (4);1;1;2;CS;Rue du  Simplon 50;Case postale 210;1800;Vevey 1;021 925 01 11;021 921 90 87;
270;4758;1;0;4835;CH;; 80-500-4;CRESCHZZ39G;;19990521;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bahnhofplatz 4;Postfach 280;3930;Visp/Viège;027 948 88 11;027 948 88 48;
271;4763;1;0;4835;CH;30-340-1; 80-500-4;CRESCHZZ30A;;19990629;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bundesplatz 2;Postfach;3001;Bern;031 358 81 11;031 358 71 68;
272;4765;1;0;4835;CH;; 80-500-4;CRESCHZZ88H;;20050312;4835;2;CREDIT SUISSE (4);1;1;1;CS;Friedbergstrasse 9;Postfach 350;8820;Wädenswil;044 783 31 11;044 783 33 11;
273;4770;1;0;4835;CH;; 80-500-4;;;20050623;4835;2;CREDIT SUISSE (4);1;1;1;CS;Corporate Center;Postfach;8070;Zürich;01 333 11 11;;
274;4772;1;0;4835;CH;; 80-500-4;CRESCHZZ83C;;20050312;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bahnhofstrasse 34;Postfach 151;8304;Wallisellen;044 839 24 24;044 839 24 25;
275;4777;1;0;4835;CH;85-501-6; 80-500-4;CRESCHZZ85C;;19990312;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bankstrasse 1;Postfach 333;8570;Weinfelden;071 626 42 11;071 626 42 22;
276;4781;1;0;5881;CH;;50-1083-6;AHHBCH2254C;;19990421;5881;2;Neue Aargauer Bank;1;1;1;NAB;Landstrasse 81;Postfach 3224;5430;Wettingen;056 437 15 11;056 437 15 12;
277;4784;1;0;4835;CH;; 80-500-4;CRESCHZZ86F;;20050312;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bahnhofstrasse 58;Postfach 1267;8620;Wetzikon ZH 1;044 931 55 11;044 931 56 01;
278;4787;1;0;4835;CH;; 80-500-4;CRESCHZZ95A;;19990629;4835;2;CREDIT SUISSE (4);1;1;1;CS;Obere Bahnhofstrasse 33;Postfach 237;9500;Wil SG;071 913 77 77;071 913 77 90;
279;4791;1;0;4835;CH;84-94-0; 80-500-4;CRESCHZZ84A;;19990629;4835;2;CREDIT SUISSE (4);1;1;1;CS;Stadthausstrasse 16;Postfach 330;8401;Winterthur;052 260 11 11;052 260 12 96;
280;4795;1;0;4835;CH;84-538-3; 80-500-4;CRESCHZZ84A;;19990421;4835;2;CREDIT SUISSE (4);1;1;1;CS;Stadthausstrasse 16;Postfach 330;8401;Winterthur;052 260 11 111;052 260 12 96;
281;4796;1;0;4835;CH;84-7200-1; 80-500-4;CRESCHZZ84C;;20010623;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bahnhof, Bahnhofplatz 6;Postfach 330;8401;Winterthur;052 260 11 11;052 260 13 61;
282;4806;1;0;4835;CH;; 80-500-4;CRESCHZZ14A;;19990522;4835;2;CREDIT SUISSE (4);1;1;2;CS;Rue des Remparts 16;Case postale 159;1401;Yverdon-les-Bains;024 423 84 11;024 425 29 00;
283;4811;1;0;4835;CH;; 80-500-4;CRESCHZZ39E;;19990312;4835;2;CREDIT SUISSE (4);1;1;1;CS;Bahnhofplatz;Postfach 70;3920;Zermatt;027 966 32 66;027 967 42 46;
284;4814;1;0;4835;CH;46-711-3; 80-500-4;CRESCHZZ48A;;19990312;4835;2;CREDIT SUISSE (4);1;1;1;CS;Untere Grabenstrasse 18;Postfach;4800;Zofingen;062 745 06 06;062 745 06 44;
